yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed
0,7,3,0,2,1,2,0.3010952226815803,0.765205002710673,0.2905348825907836
0,9,21,0,4,1,2,0.18593847016688403,0.7916395702418092,0.0
1,11,22,1,5,1,2,0.10503324464447134,0.8686721192014737,0.20472952977852113
1,12,0,0,1,0,1,0.6006447541499589,0.9956126631474969,0.22914374914767405
0,10,21,0,2,1,1,0.5324652320790872,0.7834806518412842,0.20612671628695095
1,8,22,0,5,1,1,0.40474295493550094,0.5854138996444935,0.14926302295526442
0,6,18,0,3,0,1,0.15548805285674933,0.7930161065332078,0.06625585245287544
0,12,7,1,4,1,1,0.364048997529713,0.7172723249849666,0.09352871242889783
1,8,14,0,1,1,1,0.4977753021038895,0.7249221363529583,0.20258547489171516
1,12,20,0,2,0,1,0.6497167851854352,0.6614196302005899,0.05386940889102296
0,5,14,0,5,1,1,0.49380310849202136,0.451266392818924,0.40666031701690075
1,8,8,0,5,1,1,0.5455229303338622,0.42887837004211415,0.0
1,10,20,0,1,0,2,0.424560576064856,0.6084918409859621,0.15052814366195902
0,12,8,0,6,1,3,0.8338109960564252,0.6559580356272148,0.2036026999869653
0,4,9,0,3,1,1,0.3009169664459058,0.4961444148871089,0.2521755986002038
1,10,19,0,1,1,3,0.3623445694716638,0.7089041313008018,0.07804316581770566
0,8,20,0,5,1,1,0.40218060742748385,1.0,0.328867490659672
0,10,8,0,0,1,1,0.6014882222812217,0.29069540318267867,0.019575997814537643
1,12,2,0,2,1,1,0.29694835677799514,0.7395611698443032,0.12083730537462065
0,2,19,0,1,1,1,0.52312061379906,0.6145003667430504,0.26604000410534745
0,12,10,0,6,0,2,0.5287416259946115,0.714173740914124,0.31735451308201
1,12,5,0,5,1,2,0.36328429081841074,0.544131123715616,0.018331766790704113
1,5,1,0,3,1,1,0.5605267335155847,0.5990495300184798,0.5136920118292925
0,9,6,0,5,1,1,0.3029264331392185,0.6522133399279434,0.08029828332643434
0,4,17,0,3,0,1,0.2818877044008652,0.5690346643056677,0.029564902076502336
1,11,1,0,1,1,1,0.5161668665515711,0.33387105535789735,0.2515998610729477
1,6,16,0,3,0,1,0.17739107065944126,0.5820996513568222,0.14748730558489975
1,1,10,0,4,0,1,0.08399227917266344,0.3539565345548537,0.12941045300628817
1,9,11,0,4,0,2,0.5995874820957765,0.7532492778391766,0.2629688364575657
0,1,18,0,4,1,3,0.6989727518745575,0.2673095326159919,0.003247902441285727
1,5,21,0,6,1,1,0.40710137049895134,0.8256869581403938,0.0
1,4,23,1,6,1,2,0.36834607493293925,0.7101043577527034,0.1170086952601136
0,12,6,0,0,0,1,0.6906091313152821,0.710842433122175,0.3219683514901901
1,3,19,0,6,1,1,0.2764067724204679,0.20966889573926484,0.12231435506837733
0,6,5,0,1,1,1,0.2344614239872993,0.563832204339707,0.38573880061539834
1,2,20,0,5,1,1,0.6332468934259894,0.8497856402762725,0.33703002670752624
1,3,23,0,5,0,3,0.49872752655959973,0.5271738880658597,0.22471330719290644
1,5,0,0,0,1,1,0.7020357029484379,0.41923848770186933,0.23165950091400012
0,9,16,0,6,1,1,0.08486587236104315,0.5043961836216058,0.22459787190915087
0,2,10,0,3,1,1,0.22727881755650037,0.6140560489978604,0.20963750974055687
1,10,21,0,0,0,1,0.499746894274768,0.46297407969895826,0.1452915133240945
0,8,17,0,3,0,2,0.5774127957497222,0.8652689932548308,0.15948956960576632
0,2,20,0,3,1,1,0.660081642336951,0.6147525435735732,0.059198436185146586
0,11,16,0,2,1,1,0.5306493999090072,0.5200429372938424,0.0
0,5,6,0,5,1,1,0.5286925264812747,0.3761608487126412,0.32516985700652784
0,7,16,0,4,1,1,0.4220055176871066,0.7206930425726862,0.20933663940777492
0,8,19,0,6,0,1,0.8033256461872299,0.7162980410349824,0.19085750497297801
1,1,8,0,3,1,2,0.2845932501887939,0.4743881065905021,0.23884396307152267
1,6,16,0,2,1,1,0.5661186964483134,0.19577425106115004,0.08875127233788889
0,1,19,0,5,1,2,0.3067785306971811,0.7064771204780732,0.0676274263054267
1,2,21,0,4,1,2,0.5999620509294377,0.5911888921255032,0.15539155603927454
1,1,21,0,3,1,2,0.29730308759253565,0.6920669940651076,0.35747108727553434
1,11,7,0,3,0,1,0.6402134342495591,1.0,0.04711356173821446
1,5,16,0,0,1,1,0.5185736621550936,0.6220521762494873,0.0
0,10,6,0,0,0,1,0.8329281206046715,0.5280940403212844,0.12630927755525306
1,9,0,0,5,1,2,0.44287511514807676,0.4058762025687467,0.32989577524878266
1,6,12,0,4,1,1,0.578816995428844,0.5669533550130997,0.0
0,11,22,0,3,1,1,0.3468595791481587,0.6582090008194865,0.045701440434054774
0,11,18,0,5,1,1,0.4415516077664014,0.637513431214319,0.2223399747884089
1,1,23,0,5,1,1,0.5173498780076401,0.9597367214762098,0.5045006204373367
1,1,18,0,1,1,1,0.2029116238552695,0.7235173347324186,0.023933680328735857
1,2,16,0,6,1,1,0.22401500226426752,0.6012217296324559,0.019196370255148254
1,9,12,0,0,0,2,0.6124937484935841,0.49091222417413904,0.23153404216747903
1,3,15,0,4,1,1,0.4688572567018177,0.6786779714696931,0.33747775265109003
1,1,7,0,3,1,1,0.38281553503188614,0.4522399059134016,0.11374522718855018
0,5,18,0,5,0,1,0.3550759681059601,0.6619236197384814,0.0
1,7,17,0,3,1,1,0.3624888751807145,0.7212655274415835,0.24316258513296715
1,6,0,0,1,1,1,0.5186594975475257,0.5854687479820337,0.2653174433885214
0,12,13,0,4,0,2,0.5826815482328901,0.5056277803382856,0.4076986810393167
0,1,18,0,5,1,1,0.09413911504652384,0.20561988126934333,0.2704686661884488
0,5,14,0,3,0,2,0.769037014362778,0.8479090692272322,0.2914033993632325
0,5,17,0,0,0,1,0.755339863211561,0.7050375167714092,0.15802670948641517
1,6,1,0,6,0,1,0.048205327180879554,0.7097289705824651,0.4887918055889351
1,3,21,0,1,1,2,0.7060890010271008,0.32599739234861885,0.141388821726638
1,5,16,0,4,1,1,0.7001760175035507,0.8934408907783159,0.11523491410419898
1,7,17,0,1,0,1,0.49707295105445126,0.5374746265239827,0.41147407504390254
1,5,5,0,0,1,1,0.24720940998465937,0.571511609575917,0.009739080635868647
1,5,18,0,4,1,1,0.6924755519364417,0.42093150382226796,0.0
0,5,3,0,1,0,2,0.4505366499705058,0.28247369597704686,0.2047242277893003
1,10,0,0,2,1,1,0.6026771496234684,0.8505154712780327,0.18988515965199126
0,10,7,0,0,1,2,0.9243079576230675,0.875451856387545,0.16221773855456192
0,3,22,0,0,1,2,0.5454798763098758,0.5952935206305396,0.31169519997802286
1,1,6,0,0,1,1,0.320435408551085,0.49615528708623413,0.07898745437405666
0,5,2,0,2,1,2,0.43234011025660657,0.5544857704184161,0.1979478271222434
1,9,9,0,2,1,1,0.3449746319150643,0.5597776773904118,0.14604216175028353
0,1,9,0,3,1,3,0.5804582670151837,0.3957401023049929,0.08106573129510239
1,3,18,0,5,1,1,0.3417739258435636,0.5708440891842765,0.18253207629975124
0,4,13,0,6,0,2,0.40593673260659696,0.6567667814953992,0.2944043717617866
1,1,1,0,1,1,1,0.2496622375104028,0.8236617482427062,0.4495283948641021
1,1,0,0,3,1,1,0.4715530069714014,0.6299769636034086,0.2609838571137355
1,8,22,0,1,0,1,0.5310223858321973,0.32310356578111743,0.0
1,2,22,0,6,0,2,0.0,0.695438769984097,0.1854315395357447
1,12,17,0,5,1,1,0.5469696465992658,0.577852198609304,0.19619049112907722
0,8,6,0,2,1,1,0.48818730918144654,0.8916217542623958,0.3046336305303787
0,7,7,0,5,1,2,0.34968328598191234,0.9030138959521679,0.21270734095566302
0,10,0,0,2,1,2,0.8876120855340609,0.9097657668623287,0.34340079087122843
1,10,22,0,6,0,3,0.6815476908861319,0.5188817722205763,0.2380146789460797
0,2,2,0,5,1,2,0.2858681583597925,1.0,0.3808013184276581
1,6,23,1,3,0,3,0.6583948106403473,0.6949361186390307,0.13642133016237432
1,6,22,0,4,1,2,0.7366228908430148,0.941006141192704,0.20775661908852844
0,3,7,0,3,1,1,0.5224086052047048,0.5302585207105504,0.29122912069382423
0,11,21,0,1,1,1,0.5665850451128339,0.5696206203651252,0.12009525295876657
1,2,14,0,3,1,2,0.5621378902418515,0.6800968910836036,0.09344725952443225
0,12,4,0,6,0,1,0.09535055698623268,0.6565305614245678,0.11310252657802712
1,1,2,0,0,1,1,0.4610042836726462,0.869319499437549,0.09843839646149875
1,6,18,0,1,1,1,0.45098303825246605,0.5824441684951873,0.2540279511497858
1,12,0,0,5,1,3,0.7723723905810554,0.8519178162316388,0.0
1,5,14,0,1,1,1,0.561248511382089,0.7684987213601214,0.0
1,11,7,0,4,1,1,0.4396803559150696,0.5860591140776837,0.4179864379546131
0,9,1,0,2,1,1,0.47963309786779335,0.7535354905796114,0.10138910772510003
0,1,2,0,5,1,1,0.6940463265627214,0.5359218924506004,0.21456746891676615
1,7,23,0,1,0,1,0.4614442616249542,1.0,0.007915093162330245
1,5,13,0,5,1,1,0.3625453446956562,0.11319964681052375,0.20161279074204838
0,5,23,0,5,1,1,0.4438990235327737,0.7570596601808725,0.10213416623695842
0,2,13,0,5,0,2,0.6781239691507246,0.28678564343895874,0.0
1,11,10,0,2,0,1,0.5925267581438314,0.5836929290968318,0.3536567582217639
0,3,15,0,6,0,2,0.5055112376653497,0.6107124849077475,0.334772967657437
1,7,3,0,3,1,2,0.5338692329896438,0.9180963317527774,0.17696379667212495
0,6,19,0,5,1,1,0.3892053288073874,0.49369202798160416,0.31236675920427465
1,12,4,0,0,1,2,0.45964102415371183,0.8795833612448207,0.42294686876392334
0,2,21,0,6,1,1,0.3692638610125798,0.39979994061470503,0.2823514283302627
1,6,20,0,4,1,2,0.44022561281213063,0.8870416057454562,0.24878173527984732
0,2,13,0,2,1,1,0.7562020333762868,0.535713452008941,0.21443715764871718
0,2,22,0,1,1,2,0.28943635321845473,0.6413965490155572,0.26955726238076627
1,2,15,0,2,1,1,0.364370365939102,0.5623313597476827,0.14557562452486839
0,11,17,0,1,1,1,0.2554642444868134,0.8746350116733449,0.15625391084181786
1,3,6,0,2,1,1,0.21375468342536535,0.8370863068625863,0.24525976021146073
0,2,9,0,1,0,1,0.4610230930658271,0.7127935527628679,0.13212486977852933
1,4,6,0,5,1,2,0.37806273992588446,0.4049990631032338,0.14534559072505274
0,9,0,0,3,1,1,0.8362111557835726,0.48927978905344793,0.1901204429005709
1,6,22,0,1,1,1,0.4425233345807821,0.42878574101697164,0.33086319704359646
0,1,20,0,1,0,1,0.7452684271953012,0.19349500530534325,0.05152726379985967
1,8,18,0,0,0,2,0.6833827405808428,0.8705747314943586,0.28297567785497224
0,12,15,0,1,1,1,0.45675176677270984,0.563981900864662,0.28696616043195394
1,7,18,0,0,0,2,0.90330669141909,0.561923255041667,0.2862340271390772
1,10,3,0,4,1,1,0.5486950312790472,0.9158715950398281,0.09140006975136158
1,3,17,0,5,0,1,0.7883263640982752,0.5353964373296374,0.0
0,1,1,0,0,1,1,0.7659104488139649,0.46507692124728855,0.25857149003357405
1,5,0,0,3,1,1,0.5768301761174477,0.5838687041315553,0.2130411440579292
0,4,14,0,6,1,1,0.6416220110261681,0.4087031871770692,0.3129732733765535
1,10,4,0,5,0,1,0.6171559394998896,0.6936653408312111,0.10439377064411724
0,8,19,0,0,0,2,0.2766526254972162,0.5551382766487678,0.2830906622000434
1,1,10,0,5,0,1,0.5080187768601528,0.5293610503331531,0.3190946251253034
0,10,9,0,5,0,1,0.7038400490532847,0.5126471989765624,0.17843739324807534
0,1,1,0,5,1,1,0.7908636859972169,0.606735544223024,0.24110485703461948
1,12,2,0,4,1,1,0.35822358839502555,0.6433348390978084,0.23682747002709864
0,4,22,0,3,1,1,0.5988168726942145,0.5269101318805653,0.08959883635939185
0,8,22,0,2,1,1,0.5260381515024987,0.5580121868856152,0.25507208602419307
1,5,11,0,2,1,1,0.474289795749887,0.6115006539532815,0.3885944241912652
0,2,19,0,0,1,1,0.5655376538599323,0.5920349387841686,0.19281404073362324
0,6,4,0,5,0,1,0.5389639042620125,0.6332243205364193,0.011367715384128091
0,5,4,0,0,1,1,0.6012385098990055,0.49667885361801944,0.10602215543315595
1,2,5,1,4,1,1,0.7745985558509129,0.8210447826624332,0.0
0,11,8,0,4,1,1,0.6479757358834539,0.6459098836041108,0.3479484477525441
1,11,1,0,1,0,3,0.5567934165242542,0.530021768988236,0.28357842291292074
